timestamp,predicted_power,实际功率
2025/6/2 3:30,18935.81,14385.23
2025/6/2 3:45,20896.791,13964.88
2025/6/2 4:00,22118.953,14029
2025/6/2 4:15,22118.953,15009.5
2025/6/2 4:30,20872.256,14923.06
2025/6/2 4:45,20244.734,14862.7
2025/6/2 5:00,24619.023,14984.02
2025/6/2 5:15,22185.326,17639.67
2025/6/2 5:30,17718.402,17547.56
2025/6/2 5:45,17044.287,17544.76
2025/6/2 6:00,18164.775,16343.03
2025/6/2 6:15,15382.219,18982.9
2025/6/2 6:30,13879.772,17638.65
2025/6/2 6:45,12550.727,13025.12
2025/6/2 7:00,15786.565,10037.15
2025/6/2 7:15,12977.048,7697.72
2025/6/2 7:30,14093.519,8139.98
2025/6/2 7:45,12993.937,11042.45
2025/6/2 8:00,9933.269,9570.97
2025/6/2 8:15,14203.282,9450.28
2025/6/2 8:30,9374.182,9840.42
2025/6/2 8:45,9012.871,7232.09
2025/6/2 9:00,6167.5303,11701.62
2025/6/2 9:15,5619.6987,11928.42
2025/6/2 9:30,5362.3115,11009.87
2025/6/2 9:45,5712.9517,8009.96
2025/6/2 10:00,3104.095,8146.16
2025/6/2 10:15,3104.095,7461.04
2025/6/2 10:30,5198.056,9428.21
2025/6/2 10:45,4797.5513,9676.46
2025/6/2 11:00,4964.635,11077.67
2025/6/2 11:15,3709.8306,8958.21
2025/6/2 11:30,3453.926,7325.93
2025/6/2 11:45,2479.2734,6172.54
2025/6/2 12:00,2803.711,9308.88
2025/6/2 12:15,2231.565,9557.5
2025/6/2 12:30,2057.91,9105.94
2025/6/2 12:45,2424.8384,8948.36
2025/6/2 13:00,1461.1456,7686.75
2025/6/2 13:15,1574.6188,5811.86
2025/6/2 13:30,1990.3734,5358.92
2025/6/2 13:45,2615.1907,5605.85
2025/6/2 14:00,2870.547,4031.12
2025/6/2 14:15,3245.6038,4441.43
2025/6/2 14:30,3723.6348,2880.51
2025/6/2 14:45,3174.8052,2839.44
2025/6/2 15:00,1392.8866,3181.47
2025/6/2 15:15,1405.474,1314.22
2025/6/2 15:30,1336.6145,1452.06
2025/6/2 15:45,1299.2468,1051.3
2025/6/2 16:00,2144.5916,427.79
2025/6/2 16:15,2481.091,1648.08
2025/6/2 16:30,2054.668,1483.56
2025/6/2 16:45,1147.7872,507.74
2025/6/2 17:00,3322.1382,182.86
2025/6/2 17:15,5459.387,312.19
2025/6/2 17:30,7783.1567,701.84
2025/6/2 17:45,12605.391,1893.22
2025/6/2 18:00,13963.44,1268.46
2025/6/2 18:15,9925.1045,0
2025/6/2 18:30,8661.728,0
2025/6/2 18:45,8124.0435,0
2025/6/2 19:00,9870.266,0
2025/6/2 19:15,10643.182,0
2025/6/2 19:30,13203.107,0
2025/6/2 19:45,12875.551,0
2025/6/2 20:00,15528.637,0
2025/6/2 20:15,15498.016,0
2025/6/2 20:30,15896.982,417.05
2025/6/2 20:45,15175.127,294.92
2025/6/2 21:00,16305.459,867.78
2025/6/2 21:15,19042.414,1462.41
2025/6/2 21:30,21983.854,3507.47
2025/6/2 21:45,22871.514,4290.88
2025/6/2 22:00,21994.559,4413.7
2025/6/2 22:15,22690.646,4011.55
2025/6/2 22:30,20231.047,4235.62
2025/6/2 22:45,20231.047,2265.83
2025/6/2 23:00,25168.396,1658.66
2025/6/2 23:15,25168.396,2048.99
2025/6/2 23:30,23867.293,2439.61
2025/6/2 23:45,23867.293,5290.57
2025/6/3 0:00,24133.078,3273.05
2025/6/3 0:15,23000.533,3155.4
2025/6/3 0:30,22135.668,5694.76
2025/6/3 0:45,18775.285,5780.28
2025/6/3 1:00,17054.951,8328.88
2025/6/3 1:15,16116.201,8460.19
2025/6/3 1:30,14570.905,8385.86
2025/6/3 1:45,17102.395,10872.76
2025/6/3 2:00,15449.63,10733.66
2025/6/3 2:15,16036.448,10862.09
2025/6/3 2:30,15514.3,9957.88
2025/6/3 2:45,15292.449,11100.66
2025/6/3 3:00,13891.571,10599.74
2025/6/3 3:15,13521.294,9104.39
2025/6/3 3:30,13521.294,10599.23
2025/6/3 3:45,14205.589,10816.92
2025/6/3 4:00,14334.775,9590.09
2025/6/3 4:15,13465.871,9092.66
2025/6/3 4:30,12014.398,7378.5
2025/6/3 4:45,10628.786,3813.53
2025/6/3 5:00,4942.058,2263.64
2025/6/3 5:15,4312.3584,1064.02
2025/6/3 5:30,4324.7427,364.1
2025/6/3 5:45,3116.4316,483.73
2025/6/3 6:00,1071.9185,318.19
2025/6/3 6:15,929.5108,0
2025/6/3 6:30,148.48338,0
2025/6/3 6:45,6919.764,0
2025/6/3 7:00,1376.0485,0
2025/6/3 7:15,949.52765,0
2025/6/3 7:30,1566.9769,0
2025/6/3 7:45,1807.1133,549.38
2025/6/3 8:00,805.5439,2384.25
2025/6/3 8:15,1255.3049,1428.22
2025/6/3 8:30,1374.5142,1807.62
2025/6/3 8:45,2015.2878,1673.96
2025/6/3 9:00,2869.144,1968.59
2025/6/3 9:15,2056.4216,6014.03
2025/6/3 9:30,2995.22,7759.96
2025/6/3 9:45,3483.0957,2575.62
2025/6/3 10:00,2335.488,4288.21
2025/6/3 10:15,3057.489,6703.11
2025/6/3 10:30,3642.0579,6649.58
2025/6/3 10:45,5106.6997,6611.32
2025/6/3 11:00,4398.3667,6739.39
2025/6/3 11:15,5191.6484,11090.53
2025/6/3 11:30,4007.5088,9011.39
2025/6/3 11:45,2455.229,7494.72
2025/6/3 12:00,2780.1028,6880.95
2025/6/3 12:15,4142.0376,6234.44
2025/6/3 12:30,2979.678,3931.23
2025/6/3 12:45,2177.7402,2898.1
2025/6/3 13:00,2276.0608,3044.48
2025/6/3 13:15,3004.447,1775.38
2025/6/3 13:30,4026.1343,269.11
2025/6/3 13:45,5028.2515,1031.49
2025/6/3 14:00,5315.686,375.18
2025/6/3 14:15,5333.2656,0
2025/6/3 14:30,5609.198,0
2025/6/3 14:45,4449.9663,0
2025/6/3 15:00,3759.865,0
2025/6/3 15:15,3999.7908,0
2025/6/3 15:30,3645.2356,0
2025/6/3 15:45,3825.9739,0
2025/6/3 16:00,3364.8013,0
2025/6/3 16:15,3362.5396,0
2025/6/3 16:30,2599.7039,0
2025/6/3 16:45,2251.8557,0
2025/6/3 17:00,-461.8497,0
2025/6/3 17:15,2061.5752,0
2025/6/3 17:30,6272.028,0
2025/6/3 17:45,16381.142,0
2025/6/3 18:00,23199.215,0
2025/6/3 18:15,29042.951,0
2025/6/3 18:30,29545.994,0
2025/6/3 18:45,26545.736,0
2025/6/3 19:00,24230.488,0
2025/6/3 19:15,21742.879,0
2025/6/3 19:30,19113.814,0
2025/6/3 19:45,17015.88,0
2025/6/3 20:00,19407.56,0
2025/6/3 20:15,18114.25,0
2025/6/3 20:30,15832.106,0
2025/6/3 20:45,15037.452,730.79
2025/6/3 21:00,18387.535,531.57
2025/6/3 21:15,16237.498,560.63
2025/6/3 21:30,17264.213,796.7
2025/6/3 21:45,15909.458,864.67
2025/6/3 22:00,17479.541,2503.35
2025/6/3 22:15,16530.02,3937.52
2025/6/3 22:30,17639.629,3968.43
2025/6/3 22:45,18319.97,4138.46
2025/6/3 23:00,15463.036,4135.35
2025/6/3 23:15,16700.646,4102.9
2025/6/3 23:30,15573.662,3942.33
2025/6/3 23:45,17588.281,4099.93
2025/6/4 0:00,16172.066,4199.41
2025/6/4 0:15,18517.271,4188.91
2025/6/4 0:30,18443.28,6690.91
2025/6/4 0:45,17213.549,6746.74
2025/6/4 1:00,16824.305,6741.67
2025/6/4 1:15,17206.332,6767.27
2025/6/4 1:30,17756.012,9221.84
2025/6/4 1:45,20133.082,9177.78
2025/6/4 2:00,18876.209,7951.25
2025/6/4 2:15,20231.598,7214.22
2025/6/4 2:30,21156.076,5650.05
2025/6/4 2:45,21156.076,6696.44
2025/6/4 3:00,19943.248,7170.86
2025/6/4 3:15,19656.598,6931.55
2025/6/4 3:30,20289.979,6874.33
2025/6/4 3:45,20561.896,6734.35
2025/6/4 4:00,20244.545,6840.02
2025/6/4 4:15,20251.324,6851.92
2025/6/4 4:30,18632.396,6882.9
2025/6/4 4:45,17790.42,6825.8
2025/6/4 5:00,12341.922,6947.55
2025/6/4 5:15,10853.325,6677.65
2025/6/4 5:30,9378.437,6541.35
2025/6/4 5:45,7751.2466,4869.78
2025/6/4 6:00,6667.843,3216.88
2025/6/4 6:15,5622.9224,2964.42
2025/6/4 6:30,6318.197,1221.39
2025/6/4 6:45,5475.684,0
2025/6/4 7:00,3976.61,0
2025/6/4 7:15,4096.7456,0
2025/6/4 7:30,3923.7664,0
2025/6/4 7:45,4967.2554,0
2025/6/4 8:00,4398.3906,0
2025/6/4 8:15,2973.7073,0
2025/6/4 8:30,2617.2156,0
2025/6/4 8:45,2626.574,0
2025/6/4 9:00,2118.786,0
2025/6/4 9:15,2118.786,0
2025/6/4 9:30,1907.0002,0
2025/6/4 9:45,2101.9443,0
2025/6/4 10:00,1704.2476,411.39
2025/6/4 10:15,2108.022,290.92
2025/6/4 10:30,2097.793,310.46
2025/6/4 10:45,1455.9652,270.41
2025/6/4 11:00,3992.7808,0
2025/6/4 11:15,5398.4404,320.37
2025/6/4 11:30,8600.604,0
2025/6/4 11:45,9114.452,0
2025/6/4 12:00,9457.244,178.08
2025/6/4 12:15,10563.619,331.02
2025/6/4 12:30,10425.085,0
2025/6/4 12:45,10395.189,0
2025/6/4 13:00,9387.409,0
2025/6/4 13:15,9142.318,0
2025/6/4 13:30,10343.027,0
2025/6/4 13:45,9894.343,0
2025/6/4 14:00,9271.619,0
2025/6/4 14:15,9040.992,0
2025/6/4 14:30,9490.482,0
2025/6/4 14:45,10129.27,0
2025/6/4 15:00,7910.6255,0
2025/6/4 15:15,7910.6255,2116.47
2025/6/4 15:30,9590.498,3398.81
2025/6/4 15:45,8908.996,1978.03
2025/6/4 16:00,9496.866,2139.47
2025/6/4 16:15,8495.2705,942.56
2025/6/4 16:30,9481.72,1963.41
2025/6/4 16:45,11456.877,2293
2025/6/4 17:00,11710.533,1274.45
2025/6/4 17:15,11710.533,1123.79
2025/6/4 17:30,12044.605,1347.71
2025/6/4 17:45,10741.973,1829.35
2025/6/4 18:00,11026.588,4222.11
2025/6/4 18:15,12379.758,4147.37
2025/6/4 18:30,11321.274,4171.78
2025/6/4 18:45,11640.774,6769.84
2025/6/4 19:00,12636.443,9282.89
2025/6/4 19:15,15195.681,9361.9
2025/6/4 19:30,18765.469,9409.95
2025/6/4 19:45,18729.084,11878.67
2025/6/4 20:00,21883.201,11945.9
2025/6/4 20:15,23973.543,14516.28
2025/6/4 20:30,26903.82,17320.41
2025/6/4 20:45,26903.82,17284.38
2025/6/4 21:00,28617.479,17204.64
2025/6/4 21:15,26941.727,20269.83
2025/6/4 21:30,25447.701,20240.38
2025/6/4 21:45,22610.541,23236.05
2025/6/4 22:00,22032.281,21456.39
2025/6/4 22:15,22032.281,20052.75
2025/6/4 22:30,20612.387,18468.22
2025/6/4 22:45,20612.387,15328.38
2025/6/4 23:00,20961.88,12057.06
2025/6/4 23:15,20961.88,11827.76
2025/6/4 23:30,22253.867,20532.97
2025/6/4 23:45,22253.867,19088.77
2025/6/5 0:00,29395.531,17725.09
2025/6/5 0:15,29395.531,18094.74
2025/6/5 0:30,29395.531,17803.79
2025/6/5 0:45,29568.207,19646.07
2025/6/5 1:00,29619.586,21449.24
2025/6/5 1:15,30240.744,21402.73
2025/6/5 1:30,33853.07,19606.3
2025/6/5 1:45,35632.2,20169.51
2025/6/5 2:00,36909.016,21258.25
2025/6/5 2:15,36909.016,23405.29
2025/6/5 2:30,36917.965,23698.19
2025/6/5 2:45,36917.965,23767.72
2025/6/5 3:00,34904.887,23826.94
2025/6/5 3:15,34904.887,23773.32
2025/6/5 3:30,33243.133,26760.51
2025/6/5 3:45,34643.54,26804.95
2025/6/5 4:00,34524.883,25878.85
2025/6/5 4:15,33904.332,27641.01
2025/6/5 4:30,33904.332,26813.63
2025/6/5 4:45,35124.49,26681.05
2025/6/5 5:00,34740.24,26099.62
2025/6/5 5:15,33662.09,24365.58
2025/6/5 5:30,34010.902,24547.21
2025/6/5 5:45,33987.105,26025.76
2025/6/5 6:00,33332.168,27244.34
2025/6/5 6:15,31140.496,26537.3
2025/6/5 6:30,29982.7,26451.65
2025/6/5 6:45,27510.201,26528.48
2025/6/5 7:00,25075.611,26633.8
2025/6/5 7:15,22525.588,26540.5
2025/6/5 7:30,21369.795,22598.78
2025/6/5 7:45,19909.445,20145.03
2025/6/5 8:00,18447.969,17074.47
2025/6/5 8:15,17854.717,16651.43
2025/6/5 8:30,17320.545,20307.28
2025/6/5 8:45,17320.545,16986.24
2025/6/5 9:00,12177.652,16935.08
2025/6/5 9:15,11808.326,16595.84
2025/6/5 9:30,13468.811,13325.73
2025/6/5 9:45,14510.066,13493.68
2025/6/5 10:00,14427.277,13252.88
2025/6/5 10:15,14100.935,13562.91
2025/6/5 10:30,15391.396,15865.76
2025/6/5 10:45,12886.254,15752.74
2025/6/5 11:00,14609.16,18405.6
2025/6/5 11:15,14532.822,18555.93
2025/6/5 11:30,15674.337,18568.14
2025/6/5 11:45,15535.942,18397.13
2025/6/5 12:00,16205.431,18440.08
2025/6/5 12:15,17437.559,18487.74
2025/6/5 12:30,17437.559,18654.38
2025/6/5 12:45,14530.636,17560.99
2025/6/5 13:00,10510.89,21387.32
2025/6/5 13:15,15133.413,19837.25
2025/6/5 13:30,13201.66,18668.44
2025/6/5 13:45,13725.498,18829.31
2025/6/5 14:00,14388.813,21813.16
2025/6/5 14:15,14082.518,19210.48
2025/6/5 14:30,17396.86,18733.86
2025/6/5 14:45,25881.336,18912.02
2025/6/5 15:00,29891.557,18811.89
2025/6/5 15:15,24970.066,30891.15
2025/6/5 15:30,24970.066,32102.9
2025/6/5 15:45,26379.49,32075.37
2025/6/5 16:00,29696.178,28792.69
2025/6/5 16:15,28257.479,26033.21
2025/6/5 16:30,23815.488,29177.78
2025/6/5 16:45,21332.049,27252.34
2025/6/5 17:00,25298.361,28002.42
2025/6/5 17:15,19845.902,28471.93
2025/6/5 17:30,33456.395,28813.22
2025/6/5 17:45,37029.652,30146.69
2025/6/5 18:00,39291.523,29214.62
2025/6/5 18:15,39160.22,28168.66
2025/6/5 18:30,35242.633,24925.29
2025/6/5 18:45,34493.15,29503.32
2025/6/5 19:00,39221.402,29900.51
2025/6/5 19:15,37824.953,27336.22
2025/6/5 19:30,35622.344,27342.82
2025/6/5 19:45,35079.637,30643.15
2025/6/5 20:00,35451.836,30359.2
2025/6/5 20:15,35451.836,32636.08
2025/6/5 20:30,36490.52,33695.04
2025/6/5 20:45,38079.836,33677.53
2025/6/5 21:00,38374.992,33884.9
2025/6/5 21:15,38900.223,35575.6
2025/6/5 21:30,39725.17,32442.18
2025/6/5 21:45,36520.61,37387.7
2025/6/5 22:00,38992.17,34953.99
2025/6/5 22:15,38992.17,35981.46
2025/6/5 22:30,38919.305,35082.77
2025/6/5 22:45,40295.66,35081.51
2025/6/5 23:00,39874.086,35422.23
2025/6/5 23:15,40583.707,30017.15
2025/6/5 23:30,38579.934,27432.91
2025/6/5 23:45,38680.69,30358.8
2025/6/6 0:00,30901.154,32408
2025/6/6 0:15,29478.422,32988.49
2025/6/6 0:30,29478.422,32333.34
2025/6/6 0:45,28856.19,35228.94
2025/6/6 1:00,28810.66,34891.67
2025/6/6 1:15,31722.416,34034.16
2025/6/6 1:30,33273.305,35710.08
2025/6/6 1:45,32391.668,37414
2025/6/6 2:00,30205.982,37719.37
2025/6/6 2:15,29667.68,34014.66
2025/6/6 2:30,32793.043,32702.69
2025/6/6 2:45,31843.955,31000.1
2025/6/6 3:00,29036.691,31721.44
2025/6/6 3:15,29042.896,28749.26
2025/6/6 3:30,31214.793,30582.52
2025/6/6 3:45,31052.467,25475.17
2025/6/6 4:00,29291.264,25828.66
2025/6/6 4:15,26268.588,27257.7
2025/6/6 4:30,23951.506,26149.78
2025/6/6 4:45,23567.1,24829.11
2025/6/6 5:00,24664.072,23485.86
2025/6/6 5:15,19809.125,22875.52
2025/6/6 5:30,16766.88,18119.01
2025/6/6 5:45,18966.336,17490.71
2025/6/6 6:00,12624.649,16357.51
2025/6/6 6:15,10704.818,14791.49
2025/6/6 6:30,11671.095,13240.76
2025/6/6 6:45,9997.897,12402.7
2025/6/6 7:00,5801.924,12784.31
2025/6/6 7:15,3740.5771,11730.09
2025/6/6 7:30,2628.3533,9462.49
2025/6/6 7:45,1611.7231,6836.97
2025/6/6 8:00,1133.7423,4693.94
2025/6/6 8:15,763.38116,4983.16
2025/6/6 8:30,742.9961,2979.61
2025/6/6 8:45,996.36926,1431.41
2025/6/6 9:00,219.10222,940.93
2025/6/6 9:15,719.4195,1273.02
2025/6/6 9:30,673.12067,1298.88
2025/6/6 9:45,-501.45798,205.65
2025/6/6 10:00,-352.3798,370.97
2025/6/6 10:15,-352.3798,0
2025/6/6 10:30,-94.997185,0
2025/6/6 10:45,-94.997185,0
2025/6/6 11:00,-375.75558,0
2025/6/6 11:15,-804.80206,0
2025/6/6 11:30,259.14325,0
2025/6/6 11:45,457.2257,0
2025/6/6 12:00,227.5594,0
2025/6/6 12:15,448.96463,0
2025/6/6 12:30,148.37997,0
2025/6/6 12:45,1158.4958,380.1
2025/6/6 13:00,1010.41425,202.26
2025/6/6 13:15,1152.5039,529.02
2025/6/6 13:30,422.78,380.32
2025/6/6 13:45,771.5779,668.97
2025/6/6 14:00,778.18555,1940.28
2025/6/6 14:15,1742.9467,2273.96
2025/6/6 14:30,2808.1748,2326.68
2025/6/6 14:45,2519.4172,2301.32
2025/6/6 15:00,3925.0999,2198.19
2025/6/6 15:15,3528.8557,2203.58
2025/6/6 15:30,4157.457,3917.52
2025/6/6 15:45,4506.75,3919.38
2025/6/6 16:00,5288.591,4067.76
2025/6/6 16:15,5753.0137,4038.51
2025/6/6 16:30,6705.1084,4026.19
2025/6/6 16:45,6248.406,4061.43
2025/6/6 17:00,5851.2017,3962.17
2025/6/6 17:15,6044.0234,4078.72
2025/6/6 17:30,4373.1353,4003.96
2025/6/6 17:45,4058.572,4000.5
2025/6/6 18:00,4774.2886,6570.42
2025/6/6 18:15,4556.272,6552.96
2025/6/6 18:30,4455.6147,6539.18
2025/6/6 18:45,3428.2917,8241.63
2025/6/6 19:00,7231.4585,8870.87
2025/6/6 19:15,7180.997,7941.63
2025/6/6 19:30,7291.3936,7730.78
2025/6/6 19:45,5833.515,7369.97
2025/6/6 20:00,9038.252,9670.85
2025/6/6 20:15,11041.583,8832.71
2025/6/6 20:30,11252.487,6623.06
2025/6/6 20:45,12425.44,8329.51
2025/6/6 21:00,18947.996,8885.2
2025/6/6 21:15,18947.996,7875.27
2025/6/6 21:30,18853.762,7661.96
2025/6/6 21:45,17180.047,7533.86
2025/6/6 22:00,19142.203,7522.82
2025/6/6 22:15,22003.84,7901.1
2025/6/6 22:30,18452.99,6409.02
2025/6/6 22:45,17821.549,6068.57
2025/6/6 23:00,15674.565,7104.07
2025/6/6 23:15,15196.557,11573.84
2025/6/6 23:30,16811.742,9076.02
2025/6/6 23:45,17147.102,9012.18
2025/6/7 0:00,17856.441,9087.73
2025/6/7 0:15,17506.412,9310.05
2025/6/7 0:30,17246.371,9670.45
2025/6/7 0:45,15128.152,10271.65
2025/6/7 1:00,18195.205,9291.9
2025/6/7 1:15,13967.969,11824.56
2025/6/7 1:30,13490.295,9415.1
2025/6/7 1:45,15447.181,9131.22
2025/6/7 2:00,17579.379,7423.53
2025/6/7 2:15,17780.297,3133.2
2025/6/7 2:30,17727.852,1045.38
2025/6/7 2:45,17176.193,224.01
2025/6/7 3:00,9217.026,858.05
2025/6/7 3:15,7398.592,1011.92
2025/6/7 3:30,7446.228,6964.84
2025/6/7 3:45,6364.4995,2697.55
2025/6/7 4:00,4714.97,320.36
2025/6/7 4:15,2783.667,0
2025/6/7 4:30,2780.8699,0
2025/6/7 4:45,2730.9768,0
2025/6/7 5:00,1033.0873,0
2025/6/7 5:15,493.84415,614.9
2025/6/7 5:30,2120.2422,1864.34
2025/6/7 5:45,3537.217,2248.33
2025/6/7 6:00,4184.2256,2231.28
2025/6/7 6:15,7601.8306,2680.58
2025/6/7 6:30,10479.77,4196.59
2025/6/7 6:45,16298.753,9846.86
2025/6/7 7:00,21707.074,12312.33
2025/6/7 7:15,18830.314,23093.89
2025/6/7 7:30,17706.152,21530.79
2025/6/7 7:45,16856.467,23939.79
2025/6/7 8:00,15885.347,22985.22
2025/6/7 8:15,15002.211,17843.65
2025/6/7 8:30,12703.023,18985.37
2025/6/7 8:45,14507.018,25486.75
2025/6/7 9:00,11370.666,24318.4
2025/6/7 9:15,14788.68,19741.51
2025/6/7 9:30,16540.414,21966.25
2025/6/7 9:45,18863.64,21448.9
2025/6/7 10:00,20520.68,18613.6
2025/6/7 10:15,21098.08,18498.84
2025/6/7 10:30,22268.744,18596.19
2025/6/7 10:45,26795.043,18775.03
2025/6/7 11:00,25454.033,19000.16
2025/6/7 11:15,27466.357,18850.4
2025/6/7 11:30,23989.6,16886.23
2025/6/7 11:45,23888.795,17138.45
2025/6/7 12:00,24976.865,19374.88
2025/6/7 12:15,26071.514,21318.91
2025/6/7 12:30,25612.654,21597.41
2025/6/7 12:45,27025.242,21100.7
2025/6/7 13:00,15323.865,18256.3
2025/6/7 13:15,15622.961,12774.4
2025/6/7 13:30,15622.961,26300.29
2025/6/7 13:45,15296.252,26487.5
2025/6/7 14:00,15561.649,24990.14
2025/6/7 14:15,15814.6,22895.7
2025/6/7 14:30,17989.992,21723.27
2025/6/7 14:45,21859.662,22545.04
2025/6/7 15:00,21526.379,21135.96
2025/6/7 15:15,21526.379,22926.26
2025/6/7 15:30,20763.658,25517.43
2025/6/7 15:45,18963.22,25819.88
2025/6/7 16:00,18442.756,18469.53
2025/6/7 16:15,18846.69,26229.94
2025/6/7 16:30,21473.06,24958.42
2025/6/7 16:45,21892.875,26905.84
2025/6/7 17:00,19242.95,30071.42
2025/6/7 17:15,19080.7,29183.34
2025/6/7 17:30,19516.84,28857.1
2025/6/7 17:45,23815.404,31824.48
2025/6/7 18:00,24079.453,30419.32
2025/6/7 18:15,24854.393,30162.2
2025/6/7 18:30,23160.14,27697.11
2025/6/7 18:45,19458.725,29169.78
2025/6/7 19:00,20179.094,29295.06
2025/6/7 19:15,26125.154,26794.58
2025/6/7 19:30,24941.406,24712.73
2025/6/7 19:45,24659.035,24984.48
2025/6/7 20:00,24802.055,24995.53
2025/6/7 20:15,24802.055,25047.97
2025/6/7 20:30,24906.39,25201.99
2025/6/7 20:45,25731.695,25245.64
2025/6/7 21:00,20666.422,25066.32
2025/6/7 21:15,20666.422,27070.44
2025/6/7 21:30,20022.61,31356.62
2025/6/7 21:45,26343.676,34299.93
2025/6/7 22:00,29120.768,34230.54
2025/6/7 22:15,29120.768,36898.68
2025/6/7 22:30,26410,39093.96
2025/6/7 22:45,26410,39482.17
2025/6/7 23:00,26449.463,38111.15
2025/6/7 23:15,25073.105,36742.51
2025/6/7 23:30,21311.158,40453.21
2025/6/7 23:45,19451.74,40472.3
2025/6/8 0:00,22014.29,38306.94
2025/6/8 0:15,24117.691,40240.72
2025/6/8 0:30,21482.023,36830.38
2025/6/8 0:45,24047.629,42730.43
2025/6/8 1:00,20889.197,43194.63
2025/6/8 1:15,17926.719,42952.03
2025/6/8 1:30,18210.773,43036.58
2025/6/8 1:45,14370.42,40405.7
2025/6/8 2:00,12364.535,39811.87
2025/6/8 2:15,13219.627,41632.58
2025/6/8 2:30,9435.215,41468.67
2025/6/8 2:45,11272.214,37222.37
2025/6/8 3:00,10335.461,36934.98
2025/6/8 3:15,10760.939,35511.53
2025/6/8 3:30,13895.216,36279.13
2025/6/8 3:45,20188.668,34073.58
2025/6/8 4:00,16778.178,33674.58
2025/6/8 4:15,16503.104,35810.17
2025/6/8 4:30,18428.16,34719.77
2025/6/8 4:45,17473.227,34369.38
2025/6/8 5:00,19053.084,37323.33
2025/6/8 5:15,18380.453,37415.81
2025/6/8 5:30,18122.617,36097.04
2025/6/8 5:45,17992.9,33553.52
2025/6/8 6:00,17294.516,36942.37
2025/6/8 6:15,15858.21,36340
2025/6/8 6:30,14236.491,39566.34
2025/6/8 6:45,12017.211,40065.25
2025/6/8 7:00,13342.648,38715.71
2025/6/8 7:15,13265.4375,38387.99
2025/6/8 7:30,15734.648,42803.07
2025/6/8 7:45,15831.077,40177.41
2025/6/8 8:00,18014.07,37909.32
2025/6/8 8:15,16288.333,38275.23
2025/6/8 8:30,17436.836,38741.39
